_id,name,pagerank
68b9295d427214137a735189,Yash Joshi,0.0009592807222646387
68b9295d427214137a7351de,Riya Kapoor,0.0002890634453484239
68b9295e427214137a735f4c,Sagar Mukherjee,5.674320948238608e-05
68b9295e427214137a735c03,Sneha Patel,0.00020996878194874669
68b9295d427214137a7351f9,Priya Joshi,0.00027140408046808396
68b9295d427214137a7351a1,Ishita Chatterjee,0.0006884619335959266
68b9295d427214137a73519b,Sanya Singh,0.0008815565573761315
68b9295d427214137a7351e3,Aarav Mukherjee,0.0002602236637076202
68b9295d427214137a7351fc,Jahnvi Gowda,0.00027549025702850247
68b9295d427214137a7357d1,Aisha Joshi,0.00019235795624615226
68b9295d427214137a735824,Meera Deshmukh,0.0005242067072283521
68b9295d427214137a7351a7,Neha Joshi,0.0003975474269873205
68b9295e427214137a7358c1,Rahul Agarwal,0.0001950188471480192
68b9295d427214137a7351b1,Ishita Deshmukh,0.0006112053666665453
68b9295d427214137a7351c9,Diya Banerjee,0.000387978989125039
68b9295d427214137a7351f4,Nisha Verma,0.0002742893611344403
68b9295e427214137a7358c9,Ananya Khan,0.0008897112006598921
68b9295d427214137a7351c2,Jahnvi Chatterjee,0.00035419209780007275
68b9295d427214137a7351b7,Kavya Joshi,0.00037130466347829003
68b9295d427214137a7351dd,Sagar Bose,0.00029672240291981456
68b9295d427214137a7351d8,Ankit Mehta,0.0003781595409419148
68b9295e427214137a735ca5,Yash Gupta,0.00019439354658763874
68b9295d427214137a7356c2,Priya Banerjee,0.00019146826778655216
68b9295d427214137a73518a,Aakash Sharma,0.0009874711058599419
68b9295d427214137a735192,Sagar Nair,0.0007272072594118628
68b9295d427214137a7351d4,Aditi Khan,0.0005093947703109621
68b9295d427214137a7351b0,Ananya Bhat,0.00041292427517630633
68b9295e427214137a735f6d,Mira Bhat,0.00011715764140048107
68b9295d427214137a7351d9,Priya Kapoor,0.00020304072376184522
68b9295e427214137a735b93,Aarohi Verma,0.00023306447293538625
68b9295e427214137a735f3d,Sanya Chatterjee,8.379268334301935e-05
68b9295d427214137a735530,Sagar Khan,0.0003511634155873064
68b9295d427214137a7351ce,Siddharth Bose,0.00035027359658902337
68b9295d427214137a7351cc,Priya Patel,0.00039230917033657967
68b9295d427214137a7351fa,Harsh Patel,0.00032953637754895614
68b9295d427214137a7351f2,Sagar Deshmukh,0.0002625695630487551
68b9295d427214137a7351c0,Nisha Mukherjee,0.00029303262921597043
68b9295d427214137a73518b,Ira Nair,0.0007913831275198784
68b9295d427214137a735322,Kunal Chatterjee,0.0001888893674744309
68b9295e427214137a735e73,Kunal Mehta,0.00011743579059030233
68b9295e427214137a735ddd,Vikram Verma,9.44235081483043e-05
68b9295d427214137a7351be,Dev Patel,0.0002704199531088986
68b9295e427214137a735eed,Nisha Iyer,9.275979366059833e-05
68b9295d427214137a73525f,Jahnvi Nair,0.00024785549914847
68b9295d427214137a7351a2,Kavya Patel,0.0003564591644013932
68b9295d427214137a73518c,Tanvi Joshi,0.0009494709538743556
68b9295e427214137a735a95,Aman Chatterjee,0.00027695120049980594
68b9295d427214137a7351c3,Kavya Verma,0.0003681292051373424
68b9295d427214137a7351a9,Sanya Deshmukh,0.00027412221592942567
68b9295e427214137a735b78,Arjun Khan,0.00031296889717737634
68b9295e427214137a735d4d,Sanya Reddy,7.433909343213142e-05
68b9295e427214137a735e4d,Rajat Sharma,0.00010150454015666485
68b9295d427214137a7351e7,Rohan Agarwal,0.0002463267928428692
68b9295e427214137a7359e0,Mira Khan,0.0002268352947353669
68b9295d427214137a7351bc,Sagar Khan,0.00028006047015531295
68b9295d427214137a735742,Aman Nair,0.00020755661709147958
68b9295e427214137a735c21,Priya Singh,5.700747878508557e-05
68b9295d427214137a73518d,Aarav Nair,0.0010914572740019868
68b9295d427214137a7351bb,Dev Mehta,0.00024630915849864124
68b9295e427214137a735b83,Ankit Chatterjee,0.00035515383166680604
68b9295d427214137a7357c7,Rohan Bhat,0.0003601498019033398
68b9295e427214137a7358b1,Sanya Deshmukh,0.000280063383354841
68b9295e427214137a7358ef,Aditi Khan,0.00028623688798389447
68b9295e427214137a735d57,Aisha Patel,0.00012500919630587773
68b9295d427214137a7351b2,Vikram Mukherjee,0.0003180630362352717
68b9295e427214137a735d83,Sneha Mukherjee,9.216330399551555e-05
68b9295d427214137a7351fb,Aditi Agarwal,0.00040552149964212606
68b9295e427214137a735a6c,Pooja Singh,0.00024693358630656375
68b9295d427214137a735196,Siddharth Singh,0.0006868308872483122
68b9295e427214137a735faa,Yash Kapoor,7.357638271631924e-05
68b9295d427214137a735508,Priya Deshmukh,0.00045664141808809196
68b9295d427214137a7357eb,Sanya Khan,0.00031628682213222725
68b9295d427214137a73518e,Sagar Patel,0.0010654315856683896
68b9295d427214137a735273,Rajat Agarwal,0.0010814870955184106
68b9295e427214137a735ff1,Pooja Joshi,5.697063646307204e-05
68b9295d427214137a7351f7,Jahnvi Sharma,0.0003555281276940676
68b9295e427214137a735fea,Meera Patel,0.00010146780089172251
68b9295e427214137a73603e,Sanya Banerjee,6.541271781785087e-05
68b9295d427214137a735793,Varun Mehta,0.0009854751994503167
68b9295d427214137a735485,Riya Patel,0.00029996915063761965
68b9295e427214137a7358bd,Aman Verma,0.0005573993882043105
68b9295e427214137a73599f,Aditi Khan,0.0003987548796635446
68b9295d427214137a73584c,Zoya Singh,0.00042420952362917625
68b9295d427214137a73518f,Kabir Deshmukh,0.00034099408459538935
68b9295d427214137a7351b6,Aarav Patel,0.0006183259373093587
68b9295d427214137a7351e4,Varun Singh,0.000235036475022185
68b9295e427214137a736023,Diya Mehta,6.854138182209462e-05
68b9295d427214137a73519c,Yash Bose,0.0009745704941602798
68b9295d427214137a735190,Neha Mehta,0.0009340597305381356
68b9295d427214137a735333,Aditi Iyer,0.0002897731666055129
68b9295e427214137a735de6,Vikram Mehta,0.00011075971644206083
68b9295e427214137a735f9b,Ira Kapoor,0.00010991508635853098
68b9295d427214137a735698,Vikram Nair,0.00018916108337291583
68b9295e427214137a735b19,Rajat Nair,0.0005409986161399954
68b9295d427214137a7351c4,Ira Chatterjee,0.0003691626951513447
68b9295d427214137a735688,Nisha Mehta,0.00037767706446769484
68b9295d427214137a735191,Kabir Reddy,0.0007655340309827462
68b9295d427214137a7351fd,Sagar Bhat,0.00027274461334803035
68b9295d427214137a735708,Neha Gupta,0.0003119343539792284
68b9295e427214137a735fb2,Ananya Khan,0.00010847558786751765
68b9295e427214137a735d48,Aakash Agarwal,9.339953470151714e-05
68b9295d427214137a7351ef,Siddharth Kapoor,0.0003204895093293368
68b9295e427214137a735def,Dev Singh,0.00011068408413953494
68b9295e427214137a735e0f,Aarav Verma,0.00010118558047683194
68b9295d427214137a73549d,Mira Verma,0.00021412219275773235
68b9295e427214137a735e35,Naveen Mehta,8.38947227936803e-05
68b9295d427214137a7351a5,Rahul Bose,0.00030142806430216577
68b9295d427214137a7351d0,Naveen Patel,0.0003963410308604268
68b9295d427214137a73549b,Tanvi Iyer,0.0001893917698137607
68b9295d427214137a735193,Neha Gupta,0.0004902428487316055
68b9295d427214137a735869,Siddharth Reddy,0.00023224559143160737
68b9295d427214137a735860,Riya Verma,0.0002562482976589421
68b9295d427214137a7356c9,Rohit Reddy,0.00017023393782681834
68b9295e427214137a735914,Harsh Gupta,0.00045821026929254596
68b9295d427214137a735194,Ankit Sharma,0.0005654841914083207
68b9295e427214137a736053,Rohan Patel,7.530702685221956e-05
68b9295d427214137a735823,Vikram Iyer,0.00021076738085222283
68b9295e427214137a73609f,Aman Joshi,5.749028339078902e-05
68b9295d427214137a735195,Rajat Deshmukh,0.000892817832059382
68b9295e427214137a735d91,Aditi Sharma,8.571568377361077e-05
68b9295d427214137a7351b5,Sagar Mehta,0.00044683820609742897
68b9295e427214137a735ccb,Priya Khan,9.424683899442166e-05
68b9295d427214137a73537e,Zoya Banerjee,0.00030832800923350005
68b9295d427214137a735732,Tanvi Mehta,0.0005671874764761223
68b9295e427214137a735be0,Neha Deshmukh,0.00037043749895705985
68b9295d427214137a73582d,Diya Singh,0.00026213125815755835
68b9295d427214137a73557f,Ishita Gowda,0.0001909374537217934
68b9295d427214137a73585b,Riya Kapoor,0.00019636495218870807
68b9295e427214137a73600d,Arjun Nair,6.595772563798218e-05
68b9295e427214137a735be1,Neha Joshi,0.00030189134766338597
68b9295d427214137a7351ab,Rohan Reddy,0.00041527350578688885
68b9295d427214137a735197,Arjun Kapoor,0.0007349704172422064
68b9295e427214137a735af4,Ankit Agarwal,0.0004304363728483484
68b9295e427214137a735cfa,Ananya Nair,7.54153071991002e-05
68b9295d427214137a7351ee,Aarav Singh,0.00024213487392595024
68b9295d427214137a735831,Ira Sharma,0.00032532261383386423
68b9295e427214137a735920,Kabir Iyer,0.0002306362820719104
68b9295d427214137a73532b,Rajat Sharma,0.00033086324230802475
68b9295d427214137a735198,Rajat Chatterjee,0.0007079764614603858
68b9295e427214137a735c8f,Sagar Mukherjee,0.0001949407824503379
68b9295e427214137a735f30,Varun Joshi,7.65637631731776e-05
68b9295e427214137a736118,Meera Chatterjee,5.728007937182209e-05
68b9295d427214137a7357ea,Priya Mukherjee,0.00021467518450875734
68b9295d427214137a7355f2,Tanvi Banerjee,0.00026481125021323023
68b9295d427214137a735199,Aisha Patel,0.0005317602531636643
68b9295e427214137a735e33,Dev Khan,7.435765499139834e-05
68b9295e427214137a735b4a,Sneha Agarwal,0.0002091126015813945
68b9295d427214137a7353d0,Kabir Sharma,0.0002486404350352071
68b9295d427214137a7357af,Priya Patel,0.0006652989124046163
68b9295d427214137a735819,Harsh Reddy,0.000497772171217481
68b9295d427214137a73519a,Yash Kapoor,0.0007504383367702882
68b9295e427214137a735964,Ira Banerjee,0.0007236226875607051
68b9295e427214137a735cdf,Priya Khan,9.219056467440703e-05
68b9295e427214137a735b3e,Rajat Verma,0.00023739930864136088
68b9295e427214137a735ae9,Vikram Banerjee,0.0003401234778439388
68b9295e427214137a735eb3,Aman Banerjee,0.00014651359416312695
68b9295d427214137a7354d9,Ananya Chatterjee,0.0007797283190647302
68b9295d427214137a7352c7,Ankit Deshmukh,0.00023136096869797183
68b9295d427214137a735721,Varun Banerjee,0.00043994171754621776
68b9295d427214137a73548d,Jahnvi Banerjee,0.0003193953436535343
68b9295d427214137a73566c,Ishita Deshmukh,0.00045802960272175623
68b9295e427214137a735e5b,Aarohi Bhat,9.185137299404301e-05
68b9295d427214137a73579f,Ishita Verma,0.00028174090877683037
68b9295e427214137a735cec,Ira Patel,5.678671063269113e-05
68b9295e427214137a735bbd,Sneha Gowda,0.0002817034065316502
68b9295e427214137a735a58,Rahul Banerjee,0.00028141366651711873
68b9295d427214137a7351ca,Rohan Iyer,0.0003797859346779289
68b9295d427214137a735683,Sneha Sharma,0.00018113830979117295
68b9295d427214137a73586e,Aditi Joshi,0.0003055978466474531
68b9295d427214137a73519d,Diya Banerjee,0.0007269272848629356
68b9295e427214137a7359ce,Mira Nair,0.00017931866055307942
68b9295e427214137a735ea3,Priya Mukherjee,8.145036316501529e-05
68b9295e427214137a736083,Tanvi Banerjee,0.00010146417201104259
68b9295d427214137a7356ca,Ishita Deshmukh,0.0002702988234169167
68b9295d427214137a73519e,Mira Mukherjee,0.00027978608104775224
68b9295e427214137a735e27,Nikhil Mukherjee,0.00014289574165781132
68b9295e427214137a735f07,Harsh Singh,0.00010858451898436625
68b9295e427214137a735c46,Zoya Iyer,0.0002590357452078386
68b9295d427214137a73519f,Meera Reddy,0.0005100399196664578
68b9295d427214137a7356e3,Rajat Kapoor,0.00046563408698704916
68b9295d427214137a7357f6,Rohit Sharma,0.0001793098566676534
68b9295e427214137a7360f0,Riya Sharma,6.550553816112922e-05
68b9295e427214137a735996,Dev Mukherjee,0.0004831459215064179
68b9295d427214137a7351a0,Sneha Mehta,0.0008649733905850512
68b9295e427214137a736114,Jahnvi Khan,0.0001007296985797547
68b9295e427214137a7358de,Aarohi Verma,0.00045502473157821115
68b9295e427214137a735c30,Aman Singh,5.738763453169524e-05
68b9295e427214137a735d3a,Naveen Sharma,5.738763453169524e-05
68b9295e427214137a736084,Meera Patel,6.583541411872256e-05
68b9295d427214137a735671,Aakash Sharma,0.0002948166881427161
68b9295e427214137a735aa9,Riya Bose,0.00017830584201454662
68b9295e427214137a736098,Rajat Mehta,0.00013769170450690389
68b9295e427214137a735bf0,Vikram Iyer,0.00024387212085105368
68b9295d427214137a7351af,Jahnvi Reddy,0.0006522031867331221
68b9295d427214137a7357b0,Siddharth Gowda,0.0004231926461169199
68b9295e427214137a735ebc,Mira Singh,0.00011960129998617094
68b9295e427214137a735c6f,Aditi Kapoor,0.00022616967053363867
68b9295e427214137a735959,Pooja Iyer,0.000915555585375982
68b9295d427214137a7352f4,Naveen Gowda,0.00027159877036545324
68b9295e427214137a735ed8,Rahul Agarwal,0.00011335383224834924
68b9295d427214137a7351a3,Neha Gupta,0.0004825441991008724
68b9295e427214137a7359b0,Aakash Kapoor,0.00026628612242964635
68b9295d427214137a7351b8,Zoya Kapoor,0.0003137449960934453
68b9295e427214137a735c09,Zoya Chatterjee,0.0001784429699136988
68b9295d427214137a7351a4,Ananya Chatterjee,0.0006301029469896723
68b9295d427214137a7355ab,Ishita Nair,0.00031024754571140736
68b9295e427214137a735bc0,Nisha Mehta,0.0004798114017037768
68b9295e427214137a73591e,Aakash Bhat,0.0003479650410349312
68b9295e427214137a735db0,Aman Mukherjee,8.688674889061637e-05
68b9295d427214137a7351db,Naveen Joshi,0.0004734654612349145
68b9295d427214137a7355d3,Aakash Gowda,0.00023236908503986416
68b9295d427214137a735752,Vikram Agarwal,0.0002591512054037204
68b9295d427214137a7351a6,Riya Gupta,0.0006144352955406728
68b9295e427214137a735e34,Ira Mehta,9.909812578023568e-05
68b9295e427214137a735c8e,Pooja Singh,0.00012321486832890893
68b9295d427214137a735895,Pooja Bose,0.00023452056113463084
68b9295d427214137a7356b8,Zoya Singh,0.00023477377813010527
68b9295d427214137a7351a8,Aman Gupta,0.00035443049080665696
68b9295e427214137a736025,Priya Patel,5.917577355403966e-05
68b9295d427214137a73520c,Ananya Deshmukh,0.0005721491756810653
68b9295d427214137a735332,Zoya Reddy,0.00037829760267938555
68b9295d427214137a735204,Neha Patel,0.0007921027096909612
68b9295d427214137a7351d1,Diya Chatterjee,0.0005319527239703774
68b9295e427214137a735bec,Aarav Joshi,0.0004082263244836392
68b9295e427214137a7358cd,Dev Banerjee,0.000543980177352833
68b9295d427214137a7351aa,Aarohi Mehta,0.00027727490378143347
68b9295d427214137a73565d,Dev Khan,0.00045924784064340485
68b9295d427214137a73522a,Ishita Mukherjee,0.0004407947128881195
68b9295e427214137a735d11,Yash Mukherjee,7.805004676521e-05
68b9295e427214137a735ba8,Siddharth Mehta,0.00041404641300571556
68b9295d427214137a7355bd,Ishita Mehta,0.00040340775793159617
68b9295e427214137a735d4b,Rohan Bhat,0.00010096395030771411
