_id,name,pagerank
1,Yash Joshi,0.0002899002790567684
334,Nikhil Banerjee,0.00015781081500407715
2172,Ananya Joshi,0.00011429931594016106
60,Ira Chatterjee,0.000296325089865384
208,Rohan Reddy,0.00017435093146962188
8277,Aman Patel,8.809742064729522e-05
4887,Kavya Patel,0.00016113495511607128
422,Ananya Joshi,7.238278409568953e-05
389,Vikram Bhat,0.00014592030806116117
14826,Jahnvi Gowda,2.5285259884238037e-05
192,Ishita Iyer,0.00018712789550201197
323,Kabir Banerjee,0.00015059782917882977
408,Ishita Mukherjee,0.00012914692675725442
65,Diya Banerjee,0.00033665346540386656
113,Priya Joshi,0.0002940030620428743
2,Aakash Sharma,0.0001485569846823736
51,Dev Mehta,0.00028720911990510507
264,Jahnvi Khan,0.00017516121362073589
229,Pooja Verma,9.098396412402357e-05
123,Ira Banerjee,0.0001573284996675155
272,Sanya Singh,6.610752789886843e-05
373,Tanvi Bose,0.0001022084571570757
401,Siddharth Mehta,6.26665170085313e-05
1252,Ishita Deshmukh,0.00012168339301632546
433,Dev Mehta,5.235383154425288e-05
5676,Pooja Bhat,6.53590212426685e-05
3,Ira Nair,0.00011187681303788974
23,Meera Reddy,0.0003312958041835848
232,Neha Iyer,9.851586503710868e-05
14630,Vikram Mehta,3.799327355126888e-05
404,Vikram Patel,0.0001336022374134121
2606,Sneha Kapoor,9.784488330625328e-05
438,Jahnvi Deshmukh,7.479061083795944e-05
416,Rohan Sharma,0.00012049068580613586
8697,Kavya Khan,4.6627429902000594e-05
148,Mira Gowda,0.00014496533218526215
25,Ishita Chatterjee,0.00028253196582646084
5294,Rohit Kapoor,0.00013822645650439177
4,Tanvi Joshi,0.0001903830085410765
172,Priya Sharma,0.00021162827003638139
187,Ira Singh,0.00024227457034737955
240,Sneha Agarwal,5.124991823582296e-05
257,Ira Iyer,6.194146263931388e-05
333,Rahul Gupta,0.00022017240780288023
5,Aarav Nair,0.0004037371040200125
14398,Rahul Mukherjee,1.8255537280309927e-05
14474,Kavya Reddy,2.1571497148002714e-05
304,Harsh Gupta,0.00016816936601728391
142,Harsh Bose,9.541767797957165e-05
41,Ishita Deshmukh,0.00041476730184406674
120,Siddharth Chatterjee,0.0002543862632086123
343,Mira Gupta,6.391493963379635e-05
5163,Ira Bhat,0.0002495302407495146
8278,Aakash Bose,7.985936905258563e-05
400,Rohit Kapoor,0.00010776066914553146
8540,Meera Nair,3.319283290855241e-05
13222,Sagar Joshi,3.820393366678386e-05
11881,Siddharth Nair,1.8255537280309927e-05
5610,Arjun Gupta,5.323574161644481e-05
157,Nikhil Chatterjee,0.00010358797637638507
345,Meera Mukherjee,0.00012240662578068002
70,Siddharth Bose,7.852505507563924e-05
198,Kavya Gowda,5.4356526337646365e-05
339,Rohan Nair,0.00012850981027376268
4194,Dev Sharma,0.00012598212654635972
6,Sagar Patel,0.00039787905094809
3099,Jahnvi Banerjee,0.00012070649262191313
14898,Ananya Nair,1.8065002768623984e-05
428,Priya Singh,8.099919181073692e-05
6528,Ankit Chatterjee,7.561183798933961e-05
403,Ira Mehta,9.401772883127389e-05
2293,Ananya Joshi,6.14888465552521e-05
301,Aarav Iyer,6.146624858459086e-05
98,Harsh Sharma,9.953181853472448e-05
376,Siddharth Mukherjee,0.00016233761982587314
330,Ananya Reddy,0.00010166179355558191
116,Jahnvi Gowda,0.00015970257151674317
11112,Rajat Reddy,2.8218582893208815e-05
448,Zoya Reddy,8.769078267914938e-05
285,Varun Mehta,0.00011555432295519335
2921,Rahul Reddy,9.547439737279645e-05
409,Ira Verma,6.657166038242565e-05
265,Kunal Joshi,8.972544988034446e-05
